name	location	kind	frame	typed_over	status	statement	note
ASection.realizes_of_value_eq	Concentricity/ConcentricityReadout.lean:57	theorem	MOR-gpv	old-base	proved	NonSingular σ and Fstar(circleEmbed σ) = Fstar(circleEmbed σ') imply Realizes σ σ' 0 — same compactified value gives the winding-0 transport arrow (constant value path, constant lift).	Arrow form of A.Base's register (value-coincidence morphisms); endpoints ride carrier maps Fstar/circleEmbed.
ASection.gpvBase_transport_star	Concentricity/ConnectedBase.lean:44	theorem	MOR-gpv	carrier	proved	Given δ on OnePoint ℂ and nonvanishing γ with ↑(γ t) = Fstar (δ t): ∃ Γ with exp∘Γ = γ, lands on the compactified stem, tape Γ.re = log‖γ‖ continuous, Γ unique through the basepoint.	#4 value-path transport; reduces to exists_log_continuation + winding_lift_unique; DIAG-triangle content in conclusion.
ASection.gpvBase_transport	Concentricity/FaithfulApply.lean:122	theorem	MOR-gpv	stem	proved	For every pole-avoiding nonvanishing domain path δ: ∃ lift Γ with exp(Γ t)=F(δ t), level (Γ t).re=log‖F(δ t)‖ continuous, Γ unique through its basepoint, and level lift-independent.	Author correction (2) as theorem: the GPV-B transport datum; GPVwind Def 4.1/Prop 4.2/Def 4.7 + VS Def 5.3 jointly.
stemDirSign_eq_zero_iff	Concentricity/FlipWeld.lean:96	theorem	MOR-gpv	stem	proved	stemDirSign γ t = 0 ↔ t ∈ obstructionSet γ — the pointwise stem direction datum is the junk value 0 exactly at obstruction parameters (γ t real).	GPVwind Rem 2.1 junk honesty (verbatim in docstring); the honest data are the one-sided limits in CrossingData (SigmaE3).
conjLoop_obstructionSet	Concentricity/FlipWeld.lean:654	theorem	MOR-gpv	stem	proved	obstructionSet (conjLoop γ) = obstructionSet γ — ℝ is conjugation-fixed (Def 5.1's T = γ⁻¹(ℝ)).	obstruction set preserved by the mirror.
ASection.GpvTransportWitness	Concentricity/IntegrateTheorem.lean:270	structure	MOR-gpv	mixed	def	The frozen TransportWitness (closing arrow at transportLevel n of the 𝒯^𝔫 object + C1 certificate) extended with 6 GPV cargo fields: gpv_base, sphere_passages, passage_band, cone_escape, cone_passages, fibre_concentric.	witness field rides TransportObject's 𝒯^𝔫 (old-total); cargo fields are stem/Octonion. Mode A1 enriched witness.
ASection.GpvPopulated	Concentricity/IntegrateTheorem.lean:313	def	MOR-gpv	mixed	def	GpvPopulated A := ∀ n : ℕ, A.GpvTransportWitness n — an enriched witness at every enumerated zero-sphere.	Enriched form of the frozen ASection.Populated; inherits old-total contamination via witness field.
ASection.gpvPopulated	Concentricity/IntegrateTheorem.lean:323	def	MOR-gpv	mixed	def	Every A-section is GPV-populated: the enriched witness assembled at every n from the certified board (frozen populated + 6 proved cargo rows).	No new hypothesis: every field a proved consequence of C1-C4 (R3).
ASection.GpvZigzag	Concentricity/IntegrateTheorem.lean:373	structure	MOR-gpv	mixed	def	Record: edgeN and edgeM (enriched witnesses at spheres n,m) + class_eq (transportClass n = transportClass m) — the witness zigzag n → 𝔫 ← m with edges carrying the GPV cargo.	Mode A2's object: edges carry the level tapes; class_eq lives on old-total 𝒯^𝔫.
ASection.gpvZigzag	Concentricity/IntegrateTheorem.lean:383	def	MOR-gpv	mixed	def	Every A-section carries a GpvZigzag between every pair n,m: edges from gpvPopulated, class_eq from transport_universal_gpv.	Population of the updated theorem; consumed as P6 feed in zero_levels_common.
Octonion.IsLift	Concentricity/LogManifold.lean:650	structure	MOR-gpv	domain-H1	def	IsLift gamma Gamma : Prop-structure with mem (Gamma t in logManifold) and commutes ((Gamma t).1 = gamma t) - a lift of a path to E+_O.	SOURCED: GPVwind Def 4.1 verbatim in docstring (pr1 o Gamma = gamma).
Octonion.isLift_of_continuation	Concentricity/LogManifold.lean:660	theorem	MOR-gpv	domain-H1	proved	A continuation gamma' (exp o gamma' = gamma pointwise) yields an E+-lift Gamma with Gamma t = Eexp (gamma' t) - continuation implies lift, with the printed correspondence.	GPVwind Prop 4.2 easy direction; lift continuity needs only gamma and im, never the direction field.
Octonion.continuation_of_isLift	Concentricity/LogManifold.lean:683	theorem	MOR-gpv	domain-H1	proved	An E+-lift Gamma of nonvanishing gamma yields a continuation gamma' t = Llog (Gamma t) with exp o gamma' = gamma - lift implies continuation, gamma-tilde = L o Gamma.	The continuous level (level_tape_continuous) is the load-bearing step at every degenerate passage.
Octonion.lift_iff_continuation	Concentricity/LogManifold.lean:704	theorem	MOR-gpv	domain-H1	proved	For nonvanishing gamma : C(unitInterval, Octonion): an E+-lift exists iff a continuation of the hypercomplex logarithm exists.	'The two data are equivalent' (master thm:winding-lift verbatim; GPVwind Prop 4.2).
Octonion.IsLoopLift	Concentricity/LogManifold.lean:729	structure	MOR-gpv	domain-H1	def	IsLoopLift gamma Gamma for gamma : C(Circle, Octonion), Gamma : C(R, Octonion x Octonion): Gamma y in logManifold and (Gamma y).1 = gamma (Circle.exp y) - the loop lift on the universal cover.	SOURCED: GPVwind Def 5.11; iR coordinatized by R through Circle.exp (rendering note in docstring).
ASection.GpvTransport	Concentricity/Recovery.lean:23	structure	MOR-gpv	carrier	def	Record over A : ASection, sigma sigma' : OnePoint R, k : Z - domain C(I, OnePoint C), value and lift C(I, C), endpoints circleEmbed sigma/sigma', value_compact (coe value = Fstar o domain), value_ne_zero, lift_exp, winding = 2 pi i k.	The literal compactified GPV transport: keeps the domain path + Fstar equation that Realizes forgets. Carrier-typed (OnePoint R/C, circleEmbed, Fstar).
ASection.GpvTransport.toRealizes	Concentricity/Recovery.lean:38	theorem	MOR-gpv	mixed	proved	Forgetting the domain-side witness of a GpvTransport A sigma sigma' k yields A.Realizes sigma sigma' k.	Carrier record into old-base Realizes (ConnectedBase.lean) - the compatibility bridge; conclusion is contaminated-typed.
ASection.GpvRealizes	Concentricity/Recovery.lean:273	def	MOR-gpv	old-base	def	GpvRealizes A sigma sigma' k := Nonempty (GpvTransport A sigma.point.val sigma'.point.val k) - a winding label is an arrow iff it has a literal compactified representative.	Nonempty intentional: strict categorical laws depend only on the winding label; representative retrievable.
ASection.realizes_gpv_lift	Concentricity/Recovery.lean:319	theorem	MOR-gpv	old-base	proved	Every A.Realizes sigma sigma' k arrow carries GPV data: value path gamma and lift Gamma with exp o Gamma = gamma, winding 2 pi i k, level tape (Gamma t).re = log||gamma t|| continuous, lift unique given basepoint.	Hypothesis is old-base Realizes; content is stem-level (winding_lift_unique, Toolkit); lets a rebuilt section action consume transport data, not just an integer.
obstructionSet	Concentricity/SigmaE3.lean:540	def	MOR-gpv	stem	def	obstructionSet γ = {t | (γ t).im = 0} — γ⁻¹(ℝ) on the stem.	GPVwind Def 5.1, verbatim in docstring; DERIVED stem rendering (R10).
stemDirSign	Concentricity/SigmaE3.lean:549	def	MOR-gpv	stem	def	stemDirSign γ t = Real.sign ((γ t).im) — the ±1 carrier of Def 5.2's unit direction field Y/|Y| = sign(im γ)·i on the slice.	Rem 2.1 quoted: direction field has no continuous extension to ℝ — why crossing data is one-sided.
CrossingData	Concentricity/SigmaE3.lean:563	structure	MOR-gpv	stem	def	An obstruction parameter t (im γ t = 0) with one-sided direction signs sLeft, sRight ∈ {±1} eventually attained on nhdsWithin Iio/Ioi t.	GPVwind Def 5.2 rendering (verbatim clauses in docstring); eventual sign constancy = one-sided limits into discrete {±i}.
CrossingData.IsFlip	Concentricity/SigmaE3.lean:579	def	MOR-gpv	stem	def	d.IsFlip ↔ d.sRight = −d.sLeft (opposite one-sided limits).	Def 5.2 flip, verbatim quote.
CrossingData.IsBounce	Concentricity/SigmaE3.lean:583	def	MOR-gpv	stem	def	d.IsBounce ↔ d.sRight = d.sLeft (equal one-sided limits).	Def 5.2 bounce, verbatim quote.
CrossingData.flip_or_bounce	Concentricity/SigmaE3.lean:587	theorem	MOR-gpv	stem	proved	Every crossing datum is a flip or a bounce.	Def 5.2's tame dichotomy on the stem (both signs are ±1).
CrossingData.not_flip_and_bounce	Concentricity/SigmaE3.lean:592	theorem	MOR-gpv	stem	proved	No crossing datum is both a flip and a bounce.	Exclusivity of the dichotomy.
ASection.TransportWitness	Concentricity/TransportObject.lean:149	structure	MOR-gpv	old-total	def	At level c: an arrow ofBase (lvl c) ⟶ nObj plus C1 consumed (meromorphicOrderAt A.F pole = −1, the simple pole).	Packages the closing arrow with the C1 register (R10 citation lives here).
ASection.Populated	Concentricity/TransportObject.lean:162	def	MOR-gpv	old-total	def	Type := ∀ n, TransportWitness A (transportLevel n) — a witness at the level of each residue-ℂ zero-sphere.	transportLevel from Theorem.lean:171 (frozen row = (sphereZero n).re).
ASection.populated	Concentricity/TransportObject.lean:168	def	MOR-gpv	old-total	def	Every A-section populates its diagram: witness = ⟨toNHom, c1_simple⟩ at each level.	
stem_direction_disconnected	Concentricity/WeldW3.lean:124	theorem	MOR-gpv	stem	proved	No f : C(unitInterval, ℝ) with f 0 = 1, f 1 = -1 and f t ∈ {1,-1} everywhere — the stem's direction set S⁰ is disconnected (IVT).	WELD (a) ℂ side: a ℂ-loop around a zero is forced through the real-axis obstruction; pairs with direction_path_to_neg.
Octonion.companion_forced	Concentricity/WeldW3.lean:202	theorem	MOR-gpv	domain-H1	proved	q = sliceEmbed w ξ with w ∈ S⁶ and im q ≠ 0 forces w = dir q ∨ w = -dir q — the companion class in 𝕊/{±Id} is unique off ℝ.	GPVwind Def 4.7 companion/tameness pointwise (verbatim in docstring).
ASection.sphereLoop	Concentricity/WeldW3.lean:224	def	MOR-gpv	mixed	def	sphereLoop A n v ε : C(unitInterval, Octonion) := t ↦ sliceEmbed v (circleLoop (A.sphereZero n) ε t) — the ε-circle in slice ℂ_v about the n-th enumerated zero.	GPVwind's domain loop on the repo's Octonion; ASection (C1–C4) + Octonion; stem carrier = SigmaE3's circleLoop.
ASection.sphereLoop_closed	Concentricity/WeldW3.lean:240	theorem	MOR-gpv	mixed	proved	A.sphereLoop n v ε 0 = A.sphereLoop n v ε 1 — the sphere loop is closed (Def 5.11's sense).	via circleLoop_closed.
ASection.sphereLoop_obstruction_empty	Concentricity/WeldW3.lean:271	theorem	MOR-gpv	mixed	proved	im (A.sphereLoop n v ε t) ≠ 0 for all t (0 < ε < (sphereZero n).im) — GPVwind Def 5.1's obstruction set T = γ⁻¹(ℝ) is EMPTY.	Def 5.2 flip/bounce data vacuous; Cor 5.13's σ-criterion never engaged on the DOMAIN loop.
ASection.sphereLoop_companion	Concentricity/WeldW3.lean:287	theorem	MOR-gpv	mixed	proved	Octonion.dir (A.sphereLoop n v ε t) = v for all t — the companion field of Def 4.7 is the CONSTANT v.	via dir_sliceEmbed_of_pos; the loop lives in one slice ℂ_v.
ASection.sphereLoop_tame	Concentricity/WeldW3.lean:300	theorem	MOR-gpv	mixed	proved	Any slice-membership witness w (sphereLoop t = sliceEmbed w ξ, w ∈ S⁶) satisfies w = v ∨ w = -v — one class in 𝕊/{±Id}: the loop is TAME (unique companion).	Def 4.7 tameness (verbatim quote via companion_forced).
ASection.realizes_id	Concentricity/ConnectedBase.lean:98	theorem	MOR-laws	old-base	proved	NonSingular σ → Realizes σ σ 0: the constant value-path realizes winding 0.	id closure of the winding groupoid.
ASection.realizes_inv	Concentricity/ConnectedBase.lean:120	theorem	MOR-laws	old-base	proved	Realizes σ σ' k → Realizes σ' σ (−k): reversing the value-path negates the winding.	inv closure.
ASection.realizes_comp	Concentricity/ConnectedBase.lean:145	theorem	MOR-laws	old-base	proved	Realizes σ σ' k → Realizes σ' σ'' k' → Realizes σ σ'' (k+k'): concatenation adds windings (lift concatenated, second shifted at junction).	comp closure; value-path taken as exp of the concatenated lift.
ASection.instGroupoidBase	Concentricity/ConnectedBase.lean:191	instance	MOR-laws	old-base	def	Groupoid A.Base: Hom σ σ' = {k : ℤ // Realizes σ σ' k}; id/comp/inv via realizes_id/comp/inv; strictly associative by Subtype.ext on ℤ.	The winding groupoid — the domain of functorA.
G2.instGroup	Concentricity/G2.lean:57	instance	MOR-laws	domain-H1	def	Group G2, with One = refl (l.41), Mul = g after h (l.45), Inv = symm with derived multiplicativity (l.51).	identity/inverse/composition laws of the direction-arrow group; ext lemma at l.36
instGroupoidH1 (anonymous)	Concentricity/G2.lean:233	instance	MOR-laws	domain-H1	def	CategoryTheory.Groupoid H1, inherited from the ActionCategory instance.	invertibility of all H1 arrows
GreatCircle.groupoid	Concentricity/ProjectiveBase.lean:62	def	MOR-laws	locked-base	def	Groupoid Base := inferInstance — named witness of the Stage-1 groupoid check.	@[reducible].
ASection.GpvTransport.id	Concentricity/Recovery.lean:144	def	MOR-laws	mixed	def	The constant compactified GPV transport GpvTransport A sigma sigma 0 at a NonSingular circle point: constant domain/value/lift at Fstar's finite nonzero value and its Complex.log.	Carrier record but hypothesis A.NonSingular sigma is the old-base predicate (ConnectedBase.lean).
ASection.GpvTransport.inv	Concentricity/Recovery.lean:170	def	MOR-laws	carrier	def	Reversing every path (unitInterval.symm) of a GpvTransport A sigma sigma' k gives a GpvTransport A sigma' sigma (-k) - inverse transport with negated winding.	Inverse law of the literal transport.
ASection.GpvTransport.comp	Concentricity/Recovery.lean:201	def	MOR-laws	carrier	def	Concatenation: GpvTransport A sigma sigma' k and A sigma' sigma'' k' compose to GpvTransport A sigma sigma'' (k+k'); domain and lift paths trans'd, second lift deck-shifted to start at the first's endpoint.	The shared section value at the junction makes the deck shift invisible after exp; windings add.
ASection.instGroupoidGpvBase	Concentricity/Recovery.lean:276	instance	MOR-laws	old-base	def	Groupoid instance on GpvBase A: Hom = {k : Z // GpvRealizes A . . k}, id = 0 via GpvTransport.id, comp adds windings via GpvTransport.comp, inv negates via GpvTransport.inv; laws by Subtype.ext on Z.	The GPV-enriched winding groupoid over the old base's points; representatives chosen by Classical.choice.
bandGL_one	Concentricity/SliceSphereWorld.lean:152	theorem	MOR-laws	carrier	proved	bandGL 1 = 1.	Multiplicativity helper for bandMoebiusHom.
bandGL_mul	Concentricity/SliceSphereWorld.lean:158	theorem	MOR-laws	carrier	proved	bandGL (c₁·c₂) = bandGL c₁ · bandGL c₂.	Multiplicativity helper.
instCategorySphereWorld	Concentricity/SliceSphereWorld.lean:209	instance	MOR-laws	sphereworld	def	Category SphereWorld: Hom = SphereHom, id = ⟨1,_,1⟩, comp componentwise (ψ.rot·φ.rot, ψ.mob·φ.mob); laws by SphereHom.ext + group identities.	Anonymous instance.
SphereHom.comp_rot	Concentricity/SliceSphereWorld.lean:226	theorem	MOR-laws	sphereworld	proved	(φ ≫ ψ).rot = ψ.rot * φ.rot.	rfl; consumed by functor-law proofs.
SphereHom.comp_mob	Concentricity/SliceSphereWorld.lean:229	theorem	MOR-laws	sphereworld	proved	(φ ≫ ψ).mob = ψ.mob * φ.mob.	rfl.
SphereHom.id_rot	Concentricity/SliceSphereWorld.lean:232	theorem	MOR-laws	sphereworld	proved	rot (𝟙 I) = 1.	rfl.
SphereHom.id_mob	Concentricity/SliceSphereWorld.lean:234	theorem	MOR-laws	sphereworld	proved	mob (𝟙 I) = 1.	rfl.
instGroupoidSphereWorld	Concentricity/SliceSphereWorld.lean:239	instance	MOR-laws	sphereworld	def	Groupoid SphereWorld: inv φ = ⟨φ.rot⁻¹, _, φ.mob⁻¹⟩ — every morphism inverts componentwise.	Anonymous instance; '𝒮₂ is a groupoid' per author's dictation.
BaseC.instPreorder	Concentricity/TransportObject.lean:61	instance	MOR-laws	old-total	def	Preorder BaseC: x ≤ y iff x = y or y = 𝔫 — identities and the closing arrows c ⟶ 𝔫 only; no arrows between distinct finite levels.	Category via global Preorder.smallCategory; anonymous instance.
